locus_tag,gene_name,old_locus_tag,start,end,length,strand,gene_product,COG,operon,uniprot
PP_0540,dedA,,626545,627192,648,-,conserved inner membrane protein,Function unknown,dedA-mtfA,
PP_0541,PP_0541,,627410,627868,459,-,"Acetyltransferase, GNAT family",Transcription,PP_0541,
PP_0542,eutC,,627976,628794,819,-,"ethanolamine ammonia-lyase, beta-subunit",Amino acid transport and metabolism,eutB-eutC,
PP_0543,eutB,,628803,630197,1395,-,"ethanolamine ammonia-lyase, alpha-subunit",Amino acid transport and metabolism,eutB-eutC,
PP_0544,PP_0544,,630244,631692,1449,-,Ethanolamine transporter,Amino acid transport and metabolism,PP_0544,
PP_0545,aldB-I,,631920,633440,1521,-,aldehyde dehydrogenase,Energy production and conversion,aldB-I,
PP_0546,PP_0546,,633695,635710,2016,+,sigma-54 dependent transcriptional regulator,Transcription,PP_0546,
PP_0547,mpl,,635777,637126,1350,+,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,Cell wall/membrane/envelope biogenesis,PP_0549-PP_0548-mpl,
PP_0548,PP_0548,,637123,637752,630,+,"putative phenylacrylic acid decarboxylase, padA1",Coenzyme transport and metabolism,PP_0549-PP_0548-mpl,
PP_0549,PP_0549,,637749,638036,288,+,putative Lipoprotein,Function unknown,PP_0549-PP_0548-mpl,
PP_0550,PP_0550,,638144,638788,645,-,conserved protein of unknown function,Carbohydrate transport and metabolism,PP_0556-acoA-acoB-acoC-bdhA-PP_0551-PP_0550,
PP_0551,PP_0551,,638816,640744,1929,-,MORN domain protein,Function unknown,PP_0556-acoA-acoB-acoC-bdhA-PP_0551-PP_0550,
PP_0552,bdhA,,640763,641851,1089,-,"2,3-butanediol dehydrogenase",Energy production and conversion,PP_0556-acoA-acoB-acoC-bdhA-PP_0551-PP_0550,
PP_0553,acoC,,641880,642986,1107,-,Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system,Energy production and conversion,PP_0556-acoA-acoB-acoC-bdhA-PP_0551-PP_0550,
PP_0554,acoB,,642983,644005,1023,-,"Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta",Energy production and conversion,PP_0556-acoA-acoB-acoC-bdhA-PP_0551-PP_0550,
PP_0555,acoA,,644039,645016,978,-,"Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha",Energy production and conversion,PP_0556-acoA-acoB-acoC-bdhA-PP_0551-PP_0550,
PP_0556,PP_0556,,645039,646094,1056,-,Acetoin catabolism protein,Coenzyme transport and metabolism,PP_0556-acoA-acoB-acoC-bdhA-PP_0551-PP_0550,
PP_0557,acoR,,646378,648231,1854,+,Acetoin catabolism regulatory protein,Transcription,acoR,
PP_0558,accC,,648322,649677,1356,-,acetyl-CoA carboxylase - biotin carboxylase subunit,Lipid transport and metabolism,accB-accC,
PP_0559,accB,,649695,650156,462,-,acetyl-CoA carboxylase - biotin carboxyl carrier subunit,Lipid transport and metabolism,accB-accC,
PP_0560,aroQ-I,,650256,650711,456,-,"3-dehydroquinate dehydratase 1, type II",Amino acid transport and metabolism,aroQ-I,
PP_0561,dsbD-I,,650891,652663,1773,-,thiol/disulfide interchange protein 1,Energy production and conversion,dsbD-I,
PP_0562,ctpL,,652781,654742,1962,-,Methyl-accepting chemotaxis protein CtpL,Signal transduction mechanisms,ctpL,
PP_0563,PP_0563,,654987,656342,1356,-,Response regulator,Signal transduction mechanisms,PP_0563,
PP_0564,PP_0564,,656569,657657,1089,+,conserved protein of unknown function,Function unknown,PP_0565-PP_0564,
PP_0565,PP_0565,,657660,658193,534,+,putative enzyme,Lipid transport and metabolism,PP_0565-PP_0564,
PP_0566,yciH,,658433,658804,372,+,translation-related factor,"Translation, ribosomal structure and biogenesis",yciH,
PP_0567,speA,,658955,660868,1914,+,Biosynthetic arginine decarboxylase,Amino acid transport and metabolism,speA,
PP_0568,PP_0568,,661035,661490,456,+,conserved protein of unknown function,"Replication, recombination and repair",PP_0568,
PP_0569,PP_0569,,661617,662954,1338,-,MATE efflux family protein,Defense mechanisms,PP_0569,
PP_0570,yfhM,,663135,668036,4902,+,lipoprotein of unknown function,Function unknown,yfhM,
PP_0571,PP_0571,,668188,668523,336,-,conserved membrane protein of unknown function,Function unknown,PP_0571,
PP_0572,pbpC,,668559,670913,2355,+,peptidoglycan glycosyltransferase,Cell wall/membrane/envelope biogenesis,PP_0573-pbpC,
PP_0573,PP_0573,,670946,672670,1725,+,conserved protein of unknown function,"Intracellular trafficking, secretion, and vesicular transport",PP_0573-pbpC,
PP_0574,PP_0574,,672743,673519,777,-,"DNA-binding response regulator, LuxR family",Transcription,PP_0574,
PP_0575,PP_0575,,673638,674108,471,-,conserved membrane protein of unknown function,"Post-translational modification, protein turnover,and chaperones",PP_0575,
PP_0576,PP_0576,,674414,674983,570,-,putative Lipoprotein,Cell wall/membrane/envelope biogenesis,PP_0581-PP_0580-PP_0579-PP_0578-PP_0577-PP_0576,
PP_0577,PP_0577,,675003,675698,696,-,conserved protein of unknown function,Function unknown,PP_0581-PP_0580-PP_0579-PP_0578-PP_0577-PP_0576,
PP_0578,PP_0578,,675661,676410,750,-,putative Methyltransferase,"Translation, ribosomal structure and biogenesis",PP_0581-PP_0580-PP_0579-PP_0578-PP_0577-PP_0576,
PP_0579,PP_0579,,676407,676805,399,-,conserved protein of unknown function,Energy production and conversion,PP_0581-PP_0580-PP_0579-PP_0578-PP_0577-PP_0576,
PP_0580,PP_0580,,676790,677641,852,-,MaoC domain protein,Lipid transport and metabolism,PP_0581-PP_0580-PP_0579-PP_0578-PP_0577-PP_0576,
PP_0581,PP_0581,,677644,679017,1374,-,3-oxoacyl-(Acyl-carrier-protein) reductase,Lipid transport and metabolism,PP_0581-PP_0580-PP_0579-PP_0578-PP_0577-PP_0576,
PP_0582,PP_0582,,679114,680391,1278,+,Thiolase family protein,Lipid transport and metabolism,PP_0582,
PP_0583,PP_0583,,680481,681260,780,+,"Transcriptional regulator, AraC family",Transcription,PP_0583,
PP_0584,PP_0584,,681329,683272,1944,-,Methyl-accepting chemotaxis transducer,Signal transduction mechanisms,PP_0584,
PP_0585,cueR,,683440,683850,411,-,"putative metal-sensitive transcriptional regulator, MerR family",Transcription,cadA-II-PP_0585,
PP_0586,cadA-II,,683847,686246,2400,-,cadmium translocating P-type ATPase,Inorganic ion transport and metabolism,cadA-II-PP_0585,
PP_0587,PP_0587,,686299,686685,387,-,conserved exported protein of unknown function,No COG annotation,PP_0587,
PP_0588,PP_0588,,686831,687028,198,+,putative copper-binding chaperone,Inorganic ion transport and metabolism,PP_0588,
PP_0589,ydgK,,687136,688317,1182,+,Bcr/CflA family multidrug resistance transporter,Amino acid transport and metabolism,PP_5446-ydgK,
PP_5446,PP_5446,,688322,688504,183,+,protein of unknown function,No COG annotation,PP_5446-ydgK,
PP_0590,PP_0590,,688955,689668,714,+,"Transcriptional regulator, ArsR family",Transcription,PP_0590,
PP_0591,PP_0591,,689689,690636,948,-,Adenine deaminase,Nucleotide transport and metabolism,PP_0591,
PP_0592,PP_0592,,690722,691408,687,-,"Oxidoreductase, short chain dehydrogenase/reductase family",Lipid transport and metabolism,PP_0592,
PP_0593,yigZ,,691777,692361,585,-,putative ribosome-binding factor,Function unknown,PP_0595-PP_0594-yigZ,
PP_0594,rutR-I,,692371,693114,744,-,"Transcriptional regulator, TetR family",Transcription,PP_0595-PP_0594-yigZ,
PP_0595,PP_0595,,693124,694041,918,-,"Transcriptional regulator, LysR family",Transcription,PP_0595-PP_0594-yigZ,
PP_0596,PP_0596,,694160,695506,1347,+,Omega-amino acid--pyruvate aminotransferase,Coenzyme transport and metabolism,mmsA-I-PP_0596,
PP_0597,mmsA-I,,695580,697073,1494,+,methylmalonate-semialdehyde dehydrogenase,Energy production and conversion,mmsA-I-PP_0596,
PP_0598,PP_0598,,703262,703921,660,+,paraquat-inducible protein A,Function unknown,PP_0599-PP_5745-PP_0598,
PP_5745,PP_5745,,703908,704531,624,+,paraquat-inducible protein A,Function unknown,PP_0599-PP_5745-PP_0598,
PP_0599,PP_0599,,704524,706824,2301,+,paraquat-inducible protein B,"Secondary metabolites biosynthesis, transport, and catabolism",PP_0599-PP_5745-PP_0598,
PP_0600,rpsT,,707070,707348,279,-,30S ribosomal protein S20,"Translation, ribosomal structure and biogenesis",rpsT,
PP_0601,murJ,,707599,709137,1539,+,lipid II flippase,Function unknown,murJ,
PP_0602,ribF,,709256,710206,951,+,bifunctional riboflavin kinase / FMN adenylyltransferaseFMN adenylyltransferase,Coenzyme transport and metabolism,ileS-ribF,
PP_0603,ileS,,710203,713034,2832,+,Isoleucine--tRNA ligase,"Translation, ribosomal structure and biogenesis",ileS-ribF,
PP_0604,lspA,,713012,713542,531,+,Lipoprotein signal peptidase,Cell wall/membrane/envelope biogenesis,ispH-fkpB-lspA,
PP_0605,fkpB,,713535,713972,438,+,peptidylprolyl isomerase,Carbohydrate transport and metabolism,ispH-fkpB-lspA,
PP_0606,ispH,,713987,714934,948,+,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Lipid transport and metabolism,ispH-fkpB-lspA,
PP_0607,PP_0607,,715011,715493,483,-,putative Type IV pili biogenesis protein FimT,Cell motility,PP_0607,
PP_0608,PP_0608,,715417,715785,369,+,putative type 4 fimbrial biogenesis protein,No COG annotation,pilE-PP_0610-PP_0609-PP_0608,
PP_0609,PP_0609,,715782,716426,645,+,conserved exported protein of unknown function,Cell motility,pilE-PP_0610-PP_0609-PP_0608,
PP_0610,PP_0610,,716423,716887,465,+,conserved exported protein of unknown function,No COG annotation,pilE-PP_0610-PP_0609-PP_0608,
PP_0611,pilE,,716889,717278,390,+,Type IV pili biogenesis protein PilE,Cell motility,pilE-PP_0610-PP_0609-PP_0608,
PP_0612,thiO,,717333,718430,1098,+,FAD-dependent glycine/D-amino acid oxidase,Amino acid transport and metabolism,thiO,
PP_0613,PP_0613,,718507,719916,1410,-,Amidase family protein,"Translation, ribosomal structure and biogenesis",PP_0614-PP_0613,
PP_0614,PP_0614,,719918,721195,1278,-,putative N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1,Amino acid transport and metabolism,PP_0614-PP_0613,
PP_0615,PP_0615,,721302,721997,696,-,"Branched-chain amino acid ABC transporter, ATP-binding protein",Inorganic ion transport and metabolism,PP_0618-PP_0617-PP_0616-PP_0615,
PP_0616,PP_0616,,721997,722749,753,-,"Branched-chain amino acid ABC transporter, ATP binding protein",Inorganic ion transport and metabolism,PP_0618-PP_0617-PP_0616-PP_0615,
PP_0617,PP_0617,,722749,723768,1020,-,"Branched-chain amino acid ABC transporter, permease protein",Inorganic ion transport and metabolism,PP_0618-PP_0617-PP_0616-PP_0615,
PP_0618,PP_0618,,723770,724630,861,-,"Branched-chain amino acid ABC transporter, permease protein",Amino acid transport and metabolism,PP_0618-PP_0617-PP_0616-PP_0615,
PP_0619,PP_0619,,724696,725898,1203,-,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",Amino acid transport and metabolism,PP_0619,
PP_0620,PP_0620,,725989,726753,765,-,GntR family transcriptional regulator,Transcription,PP_0620,
PP_0621,PP_0621,,727020,727331,312,-,conserved protein of unknown function,No COG annotation,bamD-PP_0621,
PP_0622,bamD,,727345,728364,1020,-,Outer membrane protein assembly factor BamD,Cell wall/membrane/envelope biogenesis,bamD-PP_0621,
PP_0623,rluD,,728512,729474,963,+,"23S rRNA pseudouridine(1911,1915,1917) synthase",Carbohydrate transport and metabolism,yfiH-rluD,
PP_0624,yfiH,,729471,730211,741,+,Uncharacterized protein YfiH,Function unknown,yfiH-rluD,
PP_0625,clpB,,730461,733025,2565,+,Chaperone protein ClpB,"Post-translational modification, protein turnover,and chaperones",clpB,
PP_0626,ndh,,734021,735316,1296,-,NADH dehydrogenase,Energy production and conversion,ndh,
PP_0627,PP_0627,,735401,735574,174,-,conserved protein of unknown function,Function unknown,PP_0627,
PP_0628,PP_0628,,735707,736336,630,-,conserved protein of unknown function,Function unknown,PP_0628,
PP_5447,PP_5447,,736392,736823,432,-,conserved membrane protein of unknown function,No COG annotation,PP_5447,
PP_0629,PP_0629,,736910,737617,708,+,conserved membrane protein of unknown function,Function unknown,PP_0629,
PP_0630,yacG,,737729,737929,201,-,DNA gyrase inhibitor YacG,Function unknown,pilC-pilD-coaE-yacG,
PP_0631,coaE,,737926,738549,624,-,Dephospho-CoA kinase,Nucleotide transport and metabolism,pilC-pilD-coaE-yacG,
PP_0632,pilD,,738549,739415,867,-,leader peptidase/N-methyltransferase,Cell wall/membrane/envelope biogenesis,pilC-pilD-coaE-yacG,
PP_0633,pilC,,739418,740626,1209,-,Type 4 fimbrial assembly protein PilC,"Intracellular trafficking, secretion, and vesicular transport",pilC-pilD-coaE-yacG,
PP_0634,pilA,,740843,741253,411,+,Fimbrial protein,Cell motility,pilA,
PP_0635,PP_0635,,741900,743321,1422,+,Group II intron-encoding maturase,"Replication, recombination and repair",PP_0635,
PP_0636,PP_0636,,743595,744335,741,-,Cold shock DNA-binding domain protein,Transcription,PP_0636,
PP_0637,PP_0637,,744966,746498,1533,-,transposase,"Replication, recombination and repair",PP_0638-PP_0637,
PP_0638,PP_0638,,746517,746873,357,-,transposase,"Replication, recombination and repair",PP_0638-PP_0637,
PP_5448,PP_5448,,747667,747882,216,+,conserved protein of unknown function,No COG annotation,PP_5448,
PP_5449,PP_5449,,747948,748766,819,+,conserved exported protein of unknown function,No COG annotation,PP_5449,
PP_0639,PP_0639,,748966,749682,717,-,conserved protein of unknown function,No COG annotation,PP_0640-PP_0639,
PP_0640,PP_0640,,749679,750863,1185,-,conserved protein of unknown function,Function unknown,PP_0640-PP_0639,
PP_5450,PP_5450,,751007,751606,600,-,exported protein of unknown function,No COG annotation,PP_5450,
PP_5451,PP_5451,,751981,752286,306,+,protein of unknown function,No COG annotation,PP_5451,
PP_0641,PP_0641,,752456,752761,306,-,conserved protein of unknown function,No COG annotation,PP_0641,
PP_5452,PP_5452,,753744,753926,183,+,protein of unknown function,No COG annotation,PP_0642-PP_5452,
PP_0642,PP_0642,,753916,754530,615,+,conserved membrane protein of unknown function,Function unknown,PP_0642-PP_5452,
PP_0643,PP_0643,,754562,754744,183,-,protein of unknown function,No COG annotation,PP_0643,
PP_0645,PP_0645,,754912,755154,243,-,protein of unknown function,No COG annotation,PP_0645,
PP_0646,PP_0646,,755405,756805,1401,+,conserved protein of unknown function,Function unknown,PP_0647-PP_0646,
PP_0647,PP_0647,,756798,757187,390,+,conserved membrane protein of unknown function,No COG annotation,PP_0647-PP_0646,
PP_0648,PP_0648,,757379,757834,456,+,conserved protein of unknown function,Function unknown,PP_0648,
PP_0649,PP_0649,,757922,758332,411,+,MutT/nudix family protein,Transcription,PP_0649,
PP_0650,PP_0650,,758360,758470,111,-,conserved protein of unknown function,No COG annotation,PP_0650,
PP_0651,PP_0651,,758579,759028,450,+,"Acetyltransferase, GNAT family",Transcription,PP_0651,
PP_5453,PP_5453,,759862,760089,228,+,conserved protein of unknown function,No COG annotation,PP_5453,
PP_0652,PP_0652,,760154,761539,1386,-,Gluconate transporter,Amino acid transport and metabolism,PP_0653-PP_0652,
PP_0653,PP_0653,,761536,761817,282,-,conserved protein of unknown function,No COG annotation,PP_0653-PP_0652,
PP_0654,mdh,,761969,762901,933,+,putative malate dehydrogenase,Energy production and conversion,mdh,
PP_0655,PP_0655,,762955,763281,327,+,Fimbrial protein-related protein,Function unknown,PP_5454-PP_0655,
PP_5454,PP_5454,,763278,763637,360,+,conserved membrane protein of unknown function,No COG annotation,PP_5454-PP_0655,
PP_0656,PP_0656,,763699,764520,822,-,"putative Amino acid ABC transporter, permease protein",Inorganic ion transport and metabolism,PP_0657-PP_0656,
PP_0657,PP_0657,,764517,765344,828,-,"putative Amino acid ABC transporter, periplasmic amino acid-binding protein",Amino acid transport and metabolism,PP_0657-PP_0656,
PP_0658,PP_0658,,765406,766341,936,+,Homocysteine S-methyltransferase family protein,Coenzyme transport and metabolism,PP_0658,
PP_0659,metB,,766509,767780,1272,+,Cystathionine gamma-synthase,Amino acid transport and metabolism,metB,
PP_0660,mmuP,,767923,769362,1440,+,S-methyl-L-methionine transporter,Amino acid transport and metabolism,mmuP,
PP_0661,PP_0661,,769408,770292,885,+,putative Transcriptional regulator AmpR,Transcription,PP_0663-PP_0662-PP_0661,
PP_0662,PP_0662,,770317,771705,1389,+,putative Threonine synthase,Amino acid transport and metabolism,PP_0663-PP_0662-PP_0661,
PP_0663,PP_0663,,771702,772139,438,+,"Transcriptional regulator, AsnC family",Transcription,PP_0663-PP_0662-PP_0661,
PP_0664,PP_0664,,772338,773381,1044,+,homoserine dehydrogenase,Amino acid transport and metabolism,PP_0666-PP_0665-PP_0664,
PP_0665,PP_0665,,773394,774812,1419,+,putative glyceraldehyde-3-phosphate dehydrogenase,Energy production and conversion,PP_0666-PP_0665-PP_0664,
PP_0666,PP_0666,,774829,775191,363,+,conserved protein of unknown function,"Translation, ribosomal structure and biogenesis",PP_0666-PP_0665-PP_0664,
PP_0667,PP_0667,,775362,775898,537,+,"RNA polymerase sigma-70 factor, ECF subfamily",Transcription,PP_0668-PP_0667,
PP_0668,PP_0668,,775895,776860,966,+,putative Transmembrane sensor,Inorganic ion transport and metabolism,PP_0668-PP_0667,
PP_0669,PP_0669,,776951,779383,2433,+,Outer membrane ferric siderophore receptor,Inorganic ion transport and metabolism,PP_0669,
PP_0670,PP_0670,,779517,780470,954,-,"Transporter, bile acid/Na+ symporter family",Function unknown,PP_0670,
PP_0671,glyA-II,,780592,781845,1254,-,serine hydroxymethyltransferase,Amino acid transport and metabolism,glyA-II,
PP_0672,PP_0672,,782095,785925,3831,-,Sensory box protein,Signal transduction mechanisms,PP_0672,
PP_0673,PP_0673,,786147,786578,432,+,conserved protein of unknown function,No COG annotation,PP_0673,
PP_0674,ettA,,786883,788550,1668,+,ADP/ATP ratio sensor and inhibitor of translation,Function unknown,ettA,
PP_0675,gdhA,,788763,790112,1350,+,"glutamate dehydrogenase, NADP-dependent",Energy production and conversion,gdhA,
PP_0676,PP_0676,,790172,790669,498,-,putative Transcription elongation factor,"Translation, ribosomal structure and biogenesis",PP_0676,
PP_0677,PP_0677,,790737,791093,357,-,putative Lipoprotein,No COG annotation,PP_0677,
PP_0678,PP_0678,,791195,793048,1854,-,conserved exported protein of unknown function,Function unknown,PP_0678,
PP_0679,PP_0679,,793120,793635,516,-,conserved exported protein of unknown function,Function unknown,PP_0679,
PP_0680,PP_0680,,793859,796297,2439,+,ATP-dependent protease-like protein,"Post-translational modification, protein turnover,and chaperones",PP_0680,
PP_0681,PP_0681,,796460,796798,339,+,conserved protein of unknown function,No COG annotation,PP_0681,
PP_0682,PP_0682,,796988,797476,489,+,"conserved inner membrane protein of unknown function, UPF0114 family",Function unknown,PP_0682,
PP_0683,PP_0683,,797553,797942,390,+,conserved protein of unknown function,No COG annotation,PP_0683,
PP_0684,fklB-I,,798028,798645,618,+,FKBP-type peptidyl-prolyl cis-trans isomerase,Carbohydrate transport and metabolism,fklB-I,
PP_0685,PP_0685,,798672,798917,246,-,conserved protein of unknown function,No COG annotation,PP_0685,
PP_0686,yjdM,,799002,799343,342,-,conserved protein of unknown function,Inorganic ion transport and metabolism,yjdM,
PP_0687,ispB,,799504,800472,969,-,octaprenyl diphosphate synthase,Coenzyme transport and metabolism,ispB,
PP_0688,rplU,,800519,801031,513,+,50S ribosomal protein L21,"Translation, ribosomal structure and biogenesis",rpmA-rplU,
PP_0689,rpmA,,801070,801327,258,+,50S ribosomal protein L27,"Translation, ribosomal structure and biogenesis",rpmA-rplU,
PP_0690,obg,,801516,802742,1227,+,GTPase Obg,Function unknown,obg,
PP_0691,proB,,802828,803946,1119,+,Glutamate 5-kinase,Nucleotide transport and metabolism,PP_0692-proB,
PP_0692,PP_0692,,803943,804404,462,+,conserved protein of unknown function,Function unknown,PP_0692-proB,
PP_0693,PP_0693,,804498,807329,2832,-,conserved protein of unknown function,"Cell cycle control, cell division, chromosome partitioning",PP_0695-PP_0694-PP_0693,
PP_0694,PP_0694,,807326,808033,708,-,conserved protein of unknown function,Function unknown,PP_0695-PP_0694-PP_0693,
PP_0695,PP_0695,,808023,809357,1335,-,conserved protein of unknown function,No COG annotation,PP_0695-PP_0694-PP_0693,
PP_0696,PP_0696,,809434,810309,876,+,conserved protein of unknown function,Function unknown,rimI-PP_0696,
PP_0697,rimI,,810306,810761,456,+,ribosomal-protein-S18-alanine N-acetyltransferase,Transcription,rimI-PP_0696,
PP_5455,PP_5455,,810819,811394,576,+,conserved exported protein of unknown function,Function unknown,PP_5455,
PP_0698,PP_0698,,811334,812251,918,-,"Transcriptional regulator, LysR family",Transcription,PP_0698,
PP_0699,PP_0699,,812479,813093,615,+,"Transporter, LysE family",Amino acid transport and metabolism,PP_0699,
PP_0700,PP_0700,,813396,814382,987,-,putative Transmembrane sensor,Inorganic ion transport and metabolism,PP_0700,
PP_0701,fsr-I,,814513,815727,1215,+,fosmidomycin efflux system,Amino acid transport and metabolism,fsr-I,
PP_0702,PP_0702,,816052,817209,1158,+,Major facilitator family transporter,Amino acid transport and metabolism,PP_0702,
PP_0703,PP_0703,,817217,818167,951,-,putative Transmembrane sensor,Inorganic ion transport and metabolism,PP_0704-PP_0703,
PP_0704,PP_0704,,818160,818675,516,-,"RNA polymerase sigma-70 factor, ECF subfamily",Transcription,PP_0704-PP_0703,
PP_0705,PP_0705,,818847,819473,627,+,DNA-3-methyladenine glycosylase,"Replication, recombination and repair",PP_0705,
PP_0706,ada,,819521,820573,1053,+,fused O(6)-alkylguanine DNA alkyltransferase - transcriptional activator,Nucleotide transport and metabolism,ada,
PP_0707,PP_0707,,820630,823041,2412,+,putative membrane protein,Cell wall/membrane/envelope biogenesis,PP_0707,
PP_0708,PP_0708,,823173,824603,1431,-,putative Betaine-aldehyde dehydrogenase,Energy production and conversion,PP_0709-PP_0708,
PP_0709,PP_0709,,824617,826116,1500,-,"Transporter, NCS1 nucleoside transporter family",Inorganic ion transport and metabolism,PP_0709-PP_0708,
PP_0710,PP_0710,,826209,826598,390,-,conserved protein of unknown function,Function unknown,PP_0710,
PP_0711,ycaC-I,,826810,827430,621,+,putative hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",ycaC-I,
PP_0712,ppkB,,827537,828352,816,+,polyphosphate kinase 2,Coenzyme transport and metabolism,PP_0717-PP_0716-PP_0715-PP_0714-kefB-I-ppkB,
PP_0713,kefB-I,,828389,829585,1197,+,"Kef-type potassium/proton antiporter, CPA2 family",Inorganic ion transport and metabolism,PP_0717-PP_0716-PP_0715-PP_0714-kefB-I-ppkB,
PP_0714,PP_0714,,829626,830723,1098,+,"Transporter, PerM family",Function unknown,PP_0717-PP_0716-PP_0715-PP_0714-kefB-I-ppkB,
PP_0715,PP_0715,,830727,832241,1515,+,Outer membrane efflux protein,Cell wall/membrane/envelope biogenesis,PP_0717-PP_0716-PP_0715-PP_0714-kefB-I-ppkB,
PP_0716,PP_0716,,832238,833335,1098,+,HlyD family secretion protein,Defense mechanisms,PP_0717-PP_0716-PP_0715-PP_0714-kefB-I-ppkB,
PP_0717,PP_0717,,833325,834347,1023,+,"conserved membrane protein of unknown function, DUF2955 family",Function unknown,PP_0717-PP_0716-PP_0715-PP_0714-kefB-I-ppkB,
PP_0718,PP_0718,,834366,836078,1713,-,Sulfate transporter,Inorganic ion transport and metabolism,PP_0718,
PP_0719,ychF,,836255,837355,1101,-,ribosome-associated potassium-dependent informational ATP/GTPase,"Translation, ribosomal structure and biogenesis",pth-ychF,
PP_0720,pth,,837380,837964,585,-,Peptidyl-tRNA hydrolase,"Translation, ribosomal structure and biogenesis",pth-ychF,
PP_0721,rplY,,838044,838697,654,-,50S ribosomal protein L25,"Translation, ribosomal structure and biogenesis",rplY,
PP_0722,prs,,838756,839697,942,-,Ribose-phosphate pyrophosphokinase,Nucleotide transport and metabolism,prs,
PP_0723,ispE,,839841,840701,861,-,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,Nucleotide transport and metabolism,PP_0725-lolB-ispE-PP_t69,
PP_0724,lolB,,840706,841323,618,-,Outer-membrane lipoprotein LolB,Cell wall/membrane/envelope biogenesis,PP_0725-lolB-ispE-PP_t69,
PP_0725,PP_0725,,841328,843049,1722,-,conserved hypothetical TPR repeat protein,Function unknown,PP_0725-lolB-ispE-PP_t69,
PP_0726,PP_0726,,843518,844243,726,-,Transferase,Cell wall/membrane/envelope biogenesis,PP_0729-PP_0728-PP_0727-PP_0726,
PP_0727,PP_0727,,844240,844842,603,-,conserved protein of unknown function,Function unknown,PP_0729-PP_0728-PP_0727-PP_0726,
PP_0728,PP_0728,,844839,846008,1170,-,conserved protein of unknown function,Carbohydrate transport and metabolism,PP_0729-PP_0728-PP_0727-PP_0726,
PP_0729,PP_0729,,846009,847199,1191,-,conserved protein of unknown function,Carbohydrate transport and metabolism,PP_0729-PP_0728-PP_0727-PP_0726,
PP_0730,PP_0730,,847259,848569,1311,-,conserved protein of unknown function,Nucleotide transport and metabolism,pcs-PP_0730,
PP_0731,pcs,,848582,850417,1836,-,phosphatidylcholine synthase,No COG annotation,pcs-PP_0730,
PP_0732,hemA,,851222,852499,1278,+,Glutamyl-tRNA reductase,Coenzyme transport and metabolism,murI-moeB-prmC-prfA-hemA,
PP_0733,prfA,,852496,853578,1083,+,Peptide chain release factor 1,"Translation, ribosomal structure and biogenesis",murI-moeB-prmC-prfA-hemA,
PP_0734,prmC,,853578,854408,831,+,release factor-(glutamine-N5) methyltransferase,"Translation, ribosomal structure and biogenesis",murI-moeB-prmC-prfA-hemA,
PP_0735,moeB,,854402,855157,756,+,molybdopterin-synthase adenylyltransferase,Coenzyme transport and metabolism,murI-moeB-prmC-prfA-hemA,
PP_0736,murI,,855150,855947,798,+,Glutamate racemase,Cell wall/membrane/envelope biogenesis,murI-moeB-prmC-prfA-hemA,
PP_0737,pagL-I,,856052,856570,519,+,lipid A 3-O-deacylase,Cell wall/membrane/envelope biogenesis,pagL-I,
PP_0738,PP_0738,,856686,857384,699,-,conserved protein of unknown function,Function unknown,PP_0741-PP_0740-phr-PP_0738,
PP_0739,phr,,857381,858823,1443,-,deoxyribodipyrimidine photolyase,Coenzyme transport and metabolism,PP_0741-PP_0740-phr-PP_0738,
PP_0740,pplR1,,858814,859713,900,-,"Transcriptional regulator, MerR family",Transcription,PP_0741-PP_0740-phr-PP_0738,
PP_0741,PP_0741,,859703,860671,969,-,conserved protein of unknown function,Function unknown,PP_0741-PP_0740-phr-PP_0738,
PP_0742,PP_0742,,860775,861761,987,-,conserved exported protein of unknown function,Coenzyme transport and metabolism,PP_0742,
PP_0743,yfcH,,861948,862853,906,+,conserved protein with NAD(P)-binding Rossmann-fold domain,Function unknown,hemH-yfcH,
PP_0744,hemH,,862867,863883,1017,+,Ferrochelatase,Coenzyme transport and metabolism,hemH-yfcH,
PP_0745,uraA,,863919,865184,1266,-,putative uracil permease,Nucleotide transport and metabolism,upp-uraA,
PP_0746,upp,,865187,865825,639,-,Uracil phosphoribosyltransferase,Nucleotide transport and metabolism,upp-uraA,
PP_0747,PP_0747,,865988,866545,558,+,Hypoxanthine-guanine phosphoribosyltransferase,Nucleotide transport and metabolism,PP_0748-PP_0747,
PP_0748,PP_0748,,866548,867021,474,+,conserved protein of unknown function,Function unknown,PP_0748-PP_0747,
PP_0749,PP_0749,,867073,867543,471,+,conserved exported protein of unknown function,No COG annotation,PP_0749,
PP_0750,PP_0750,,867588,867902,315,+,conserved protein of unknown function,Function unknown,PP_0750,
PP_0751,mqo-I,,868079,869587,1509,-,malate:quinone oxidoreductase,Energy production and conversion,mqo-I,
PP_5456,PP_5456,,870189,870422,234,-,conserved protein of unknown function,No COG annotation,PP_5456,
