,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator
PP_1350,PP_1350,AE015451.2,,1538539.0,1540569.0,-,Sensory box histidine kinase/response regulator,Signal transduction mechanisms,,Op839,
PP_1351,panE,AE015451.2,,1540607.0,1541524.0,-,putative 2-dehydropantoate 2-reductase,Coenzyme transport and metabolism,,Op839,
PP_1352,PP_1352,AE015451.2,,1541625.0,1542110.0,+,UPF0234 protein PP_1352,Function unknown,,Op840,AlgR
PP_1353,PP_1353,AE015451.2,,1542221.0,1543069.0,+,conserved membrane protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op841,
PP_1354,mdfA,AE015451.2,,1543197.0,1544441.0,+,putative multidrug efflux MFS transporter,Amino acid transport and metabolism,,Op842,
PP_1355,ampG,AE015451.2,,1544555.0,1546102.0,-,Muropeptide permease AmpG,Carbohydrate transport and metabolism,,Op843,
PP_1356,PP_1356,AE015451.2,,1546146.0,1546499.0,-,conserved protein of unknown function,"Replication, recombination and repair",,Op844,
PP_1357,PP_1357,AE015451.2,,1546664.0,1547674.0,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op845,
PP_1358,PP_1358,AE015451.2,,1547694.0,1548488.0,+,putative heme iron utilization protein,Inorganic ion transport and metabolism,,Op845,
PP_1359,PP_1359,AE015451.2,,1548554.0,1549015.0,+,conserved membrane protein of unknown function,Function unknown,,Op846,
PP_1360,groS,AE015451.2,,1549260.0,1549553.0,+,10 kDa chaperonin,"Post-translational modification, protein turnover, and chaperones",,Op847,RoxR
PP_1361,groL,AE015451.2,,1549601.0,1551241.0,+,60 kDa chaperonin,"Post-translational modification, protein turnover, and chaperones",,Op848,
PP_1362,pykA,AE015451.2,,1551367.0,1552821.0,-,pyruvate kinase II,Carbohydrate transport and metabolism,,Op849,
PP_1363,PP_1363,AE015451.2,,1552960.0,1553388.0,+,conserved protein of unknown function,No COG annotation,,Op850,
PP_1364,PP_1364,AE015451.2,,1553398.0,1553871.0,+,conserved exported protein of unknown function,Function unknown,,Op850,
PP_1365,sbcB,AE015451.2,,1553929.0,1555362.0,+,exodeoxyribonuclease I,"Replication, recombination and repair",,Op851,
PP_1366,turA,AE015451.2,,1555436.0,1555813.0,-,Transcriptional regulator MvaT%2C P16 subunit,Function unknown,,Op852,RoxR
PP_1367,purU-II,AE015451.2,,1556097.0,1556948.0,+,formyltetrahydrofolate hydrolase,Nucleotide transport and metabolism,,Op853,AmrZ
PP_5468,PP_5468,AE015451.2,,1557041.0,1557274.0,+,conserved protein of unknown function,No COG annotation,,Op854,
PP_1368,PP_1368,AE015451.2,,1557180.0,1558172.0,-,putative membrane protein containing a glycosyltransferase domain,Function unknown,,Op855,GacA
PP_1369,PP_1369,AE015451.2,,1558169.0,1558900.0,-,conserved protein of unknown function,Function unknown,,Op855,GacA
PP_1370,PP_1370,AE015451.2,,1558926.0,1560047.0,-,Glycosyl transferase%2C group 1 family protein,Cell wall/membrane/envelope biogenesis,,Op855,AlgR
PP_1371,pctA,AE015451.2,,1560216.0,1562090.0,-,Methyl-accepting chemotaxis protein PctA,Cell motility,,Op856,FliA
PP_1372,PP_1372,AE015451.2,,1562259.0,1563734.0,+,conserved protein of unknown function,Function unknown,,Op857,
PP_1373,pitB,AE015451.2,,1563856.0,1565328.0,-,phosphate transporter,Inorganic ion transport and metabolism,,Op858,
PP_1374,PP_1374,AE015451.2,,1565641.0,1565841.0,-,conserved protein of unknown function,No COG annotation,,Op859,TurA
PP_1375,pcaR,AE015451.2,,1566321.0,1567196.0,+,transcription regulatory protein (pca regulon),Transcription,,Op860,
PP_1376,pcaK,AE015451.2,,1567517.0,1568863.0,+,4-hydroxybenzoate transporter,Amino acid transport and metabolism,,Op861,"PcaR,Crc"
PP_1377,pcaF-I,AE015451.2,,1569190.0,1570392.0,+,beta-ketoadipyl-CoA thiolase,Lipid transport and metabolism,,Op862,PcaR
PP_1378,pcaT,AE015451.2,,1570580.0,1571869.0,+,alpha-ketoglutarate permease,Amino acid transport and metabolism,,Op863,PcaR
PP_1379,pcaB,AE015451.2,,1571879.0,1573231.0,+,3-carboxy-cis%2Ccis-muconate cycloisomerase,Nucleotide transport and metabolism,,Op863,PcaR
PP_1380,pcaD,AE015451.2,,1573243.0,1574034.0,+,3-oxoadipate enol-lactonase 2,Function unknown,,Op863,PcaR
PP_1381,pcaC,AE015451.2,,1574045.0,1574437.0,+,4-carboxymuconolactone decarboxylase,Function unknown,,Op863,PcaR
PP_1382,pcaP,AE015451.2,,1574490.0,1575014.0,-,putative porin-encoding gene,Function unknown,,Op864,
PP_1383,galP-II,AE015451.2,,1575224.0,1576480.0,-,porin-like protein,Function unknown,,Op865,
PP_1384,ttgC,AE015451.2,,1576793.0,1578247.0,-,Probable efflux pump outer membrane protein TtgC,Cell wall/membrane/envelope biogenesis,,Op866,"AlgR,TtgR"
PP_1385,ttgB,AE015451.2,,1578244.0,1581396.0,-,Probable efflux pump membrane transporter TtgB,Defense mechanisms,,Op866,TtgR
PP_1386,ttgA,AE015451.2,,1581400.0,1582554.0,-,Probable efflux pump periplasmic linker TtgA,Cell wall/membrane/envelope biogenesis,,Op866,TtgR
PP_1387,ttgR,AE015451.2,,1582812.0,1583444.0,+,Probable HTH-type transcriptional regulator TtgR,Transcription,,Op867,
PP_1388,PP_1388,AE015451.2,,1583562.0,1585013.0,-,Drug resistance transporter%2C EmrB/QacA family,Inorganic ion transport and metabolism,,Op868,
PP_1389,PP_1389,AE015451.2,,1585389.0,1586264.0,+,Oxaloacetate decarboxylase,Coenzyme transport and metabolism,,Op869,
PP_1390,PP_1390,AE015451.2,,1586284.0,1586466.0,-,conserved exported protein of unknown function,No COG annotation,,Op870,
PP_1391,PP_1391,AE015451.2,,1586497.0,1587405.0,-,Transcriptional regulator%2C LysR family,Transcription,,Op870,
PP_1392,PP_1392,AE015451.2,,1587589.0,1588203.0,+,putative NAD-binding protein,Function unknown,,Op871,
PP_1393,PP_1393,AE015451.2,,1588223.0,1589098.0,-,putative transcriptional regulator,Transcription,,Op872,
PP_1394,PP_1394,AE015451.2,,1589212.0,1590849.0,+,putative Acetolactate synthase%2C large subunit,Amino acid transport and metabolism,,Op873,
PP_1395,PP_1395,AE015451.2,,1590973.0,1591893.0,-,Transcriptional regulator%2C AraC family,Transcription,,Op874,
PP_1396,PP_1396,AE015451.2,,1592096.0,1592389.0,+,conserved protein of unknown function,Function unknown,,Op875,
PP_1397,PP_1397,AE015451.2,,1592406.0,1592672.0,+,conserved protein of unknown function,No COG annotation,,Op875,
PP_1398,PP_1398,AE015451.2,,1592673.0,1593278.0,-,conserved protein of unknown function,Function unknown,,Op876,
PP_1399,PP_1399,AE015451.2,,1593398.0,1593802.0,-,conserved exported protein of unknown function,No COG annotation,,Op877,
PP_1400,kgtP,AE015451.2,,1594103.0,1595422.0,-,Alpha-ketoglutarate permease,Amino acid transport and metabolism,,Op878,DctD-III
PP_1401,dctD-III,AE015451.2,,1595676.0,1597010.0,-,C4-dicarboxylate transport transcriptional regulatory protein,Signal transduction mechanisms,,Op879,GacA
PP_1402,dctB,AE015451.2,,1597004.0,1598761.0,-,C4-dicarboxylate transport sensor protein,Signal transduction mechanisms,,Op879,
PP_1403,bglX,AE015451.2,,1598892.0,1601183.0,-,periplasmic beta-D-glucoside glucohydrolase,Carbohydrate transport and metabolism,,Op880,AlgR
PP_1404,PP_1404,AE015451.2,,1601370.0,1601987.0,+,conserved protein of unknown function,Function unknown,,Op881,
PP_5469,PP_5469,AE015451.2,,1602154.0,1603368.0,+,putative SAM-dependent methyltransferase,"Translation, ribosomal structure and biogenesis",,Op882,
PP_1406,PP_1406,AE015451.2,,1603401.0,1604411.0,-,conserved protein of unknown function,Function unknown,,Op883,
PP_1407,PP_1407,AE015451.2,,1604544.0,1606250.0,-,Sulfate transporter,Inorganic ion transport and metabolism,,Op884,
PP_1408,PP_1408,AE015451.2,,1606646.0,1607533.0,-,(R)-3-hydroxydecanoyl-ACP:CoA transacylase,Lipid transport and metabolism,,Op885,
PP_1409,rsuA,AE015451.2,,1607877.0,1608569.0,-,ribosomal small subunit pseudouridine synthase A,"Translation, ribosomal structure and biogenesis",,Op886,GacA
PP_1410,PP_1410,AE015451.2,,1608578.0,1608811.0,-,conserved protein of unknown function,Function unknown,,Op886,
PP_1411,PP_1411,AE015451.2,,1608783.0,1610264.0,-,GGDEF domain protein,Signal transduction mechanisms,,Op887,
PP_5470,PP_5470,AE015451.2,,1610477.0,1610926.0,+,conserved protein of unknown function,No COG annotation,,Op888,
PP_1412,PP_1412,AE015451.2,,1610971.0,1612077.0,-,3-hydroxyisobutyryl-CoA hydrolase,Lipid transport and metabolism,,Op889,
PP_1413,ung,AE015451.2,,1612204.0,1612896.0,+,Uracil-DNA glycosylase,"Replication, recombination and repair",,Op890,
PP_1414,ushA,AE015451.2,,1612923.0,1614605.0,-,5'-nucleotidase - 2'%2C3'-cyclic phosphodiesterase,Nucleotide transport and metabolism,,Op891,
PP_1415,PP_1415,AE015451.2,,1614696.0,1615751.0,-,putative membrane associated enzyme subunit,Function unknown,,Op892,GacA
PP_1416,PP_1416,AE015451.2,,1615744.0,1617258.0,-,putative Tricarboxylate transport protein TctA,Function unknown,,Op892,
PP_1417,PP_1417,AE015451.2,,1617260.0,1617745.0,-,putative Tricarboxylate transport protein TctB,Function unknown,,Op892,
PP_1418,PP_1418,AE015451.2,,1617918.0,1618898.0,-,putative Tricarboxylate transport protein TctC,Function unknown,,Op893,Crc
PP_1419,opdH,AE015451.2,,1618945.0,1620234.0,-,tricarboxylate-specific outer membrane porin,Function unknown,,Op894,
PP_1420,tctD,AE015451.2,,1620435.0,1621106.0,+,Transcriptional regulatory protein tctD,Transcription,,Op895,
PP_1421,PP_1421,AE015451.2,,1621087.0,1622478.0,+,putative Sensor histidine kinase TctE,Signal transduction mechanisms,,Op895,
PP_1422,PP_1422,AE015451.2,,1622544.0,1623356.0,-,conserved protein of unknown function,Signal transduction mechanisms,,Op896,AlgR
PP_1423,PP_1423,AE015451.2,,1623406.0,1624347.0,-,conserved protein of unknown function,Function unknown,,Op897,
PP_1424,PP_1424,AE015451.2,,1624481.0,1624735.0,+,conserved protein of unknown function%2C DUF339 family,Function unknown,,Op898,
PP_1425,PP_1425,AE015451.2,,1624719.0,1625177.0,+,conserved protein of unknown function,No COG annotation,,Op898,
PP_1426,nadB,AE015451.2,,1625234.0,1626838.0,-,L-aspartate oxidase,Coenzyme transport and metabolism,,Op899,
PP_1427,rpoE,AE015451.2,,1627273.0,1627854.0,+,RNA polymerase sigma E factor,Transcription,,Op900,
PP_1428,mucA,AE015451.2,,1627888.0,1628478.0,+,Sigma factor AlgU negative regulatory protein,Signal transduction mechanisms,,Op900,
PP_1429,mucB,AE015451.2,,1628491.0,1629456.0,+,Sigma factor AlgU regulatory protein MucB,Signal transduction mechanisms,,Op900,
PP_1430,PP_1430,AE015451.2,,1629588.0,1631066.0,+,putative periplasmic serine endoprotease DegP-like,Cell wall/membrane/envelope biogenesis,,Op901,
PP_1431,lepA,AE015451.2,,1631247.0,1633046.0,+,Elongation factor 4,"Translation, ribosomal structure and biogenesis",,Op902,
PP_1432,lepB,AE015451.2,,1633052.0,1633906.0,+,signal peptidase I,"Intracellular trafficking, secretion, and vesicular transport",,Op902,
PP_1433,rnc,AE015451.2,,1634070.0,1634759.0,+,Ribonuclease 3,"Translation, ribosomal structure and biogenesis",,Op903,
PP_1434,era,AE015451.2,,1634746.0,1635654.0,+,GTPase Era,Function unknown,,Op903,
PP_1435,recO,AE015451.2,,1635824.0,1636507.0,+,DNA repair protein RecO,"Replication, recombination and repair",,Op904,
PP_1436,pdxJ,AE015451.2,,1636551.0,1637291.0,+,Pyridoxine 5'-phosphate synthase,Coenzyme transport and metabolism,,Op905,
PP_1437,PP_1437,AE015451.2,,1637357.0,1638739.0,-,Heavy metal sensor histidine kinase,Signal transduction mechanisms,,Op906,CadR
PP_1438,czcR-III,AE015451.2,,1638736.0,1639410.0,-,response regulator,Transcription,,Op906,CadR
PP_1439,PP_1439,AE015451.2,,1639721.0,1639924.0,+,conserved exported protein of unknown function,No COG annotation,,Op907,
PP_1440,cmoB,AE015451.2,,1639994.0,1640950.0,-,tRNA (mo5U34)-methyltransferase,"Translation, ribosomal structure and biogenesis",,Op908,
PP_1441,cmoA,AE015451.2,,1640947.0,1641690.0,-,tRNA (cmo5U34)-methyltransferase,"Translation, ribosomal structure and biogenesis",,Op908,
PP_1442,PP_1442,AE015451.2,,1641780.0,1642172.0,-,conserved protein of unknown function,Function unknown,,Op909,
PP_1443,lon-I,AE015451.2,,1642324.0,1644741.0,-,DNA-binding%2C ATP-dependent protease,"Post-translational modification, protein turnover, and chaperones",,Op910,TurA
PP_1444,gcd,AE015451.2,,1644945.0,1647356.0,-,quinoprotein glucose dehydrogenase,Carbohydrate transport and metabolism,,Op911,
PP_1445,oprB-II,AE015451.2,,1647387.0,1648721.0,-,carbohydrate-selective porin,Cell wall/membrane/envelope biogenesis,,Op911,
PP_1446,PP_1446,AE015451.2,,1649017.0,1651059.0,-,TonB-dependent receptor,Cell wall/membrane/envelope biogenesis,,Op912,Zur
PP_1447,PP_1447,AE015451.2,,1651196.0,1651444.0,+,conserved protein of unknown function,Function unknown,,Op913,
PP_1448,PP_1448,AE015451.2,,1651446.0,1652081.0,+,conserved membrane protein of unknown function,Energy production and conversion,,Op913,
PP_1449,PP_1449,AE015451.2,,1652242.0,1656768.0,-,conserved exported protein of unknown function,"Intracellular trafficking, secretion, and vesicular transport",,Op914,
PP_1450,PP_1450,AE015451.2,,1656796.0,1658493.0,-,putative Activation/secretion protein%2C TPS family,"Intracellular trafficking, secretion, and vesicular transport",,Op914,
PP_1451,PP_1451,AE015451.2,,1658639.0,1659193.0,-,conserved exported protein of unknown function,Function unknown,,Op915,
PP_1452,PP_1452,AE015451.2,,1659216.0,1659767.0,-,MutT/nudix family protein,Nucleotide transport and metabolism,,Op915,
PP_1453,nudL,AE015451.2,,1659891.0,1660490.0,+,putative NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity,"Replication, recombination and repair",,Op916,
PP_1454,PP_1454,AE015451.2,,1660534.0,1661058.0,+,conserved protein of unknown function,Function unknown,,Op917,
PP_1455,PP_1455,AE015451.2,,1661027.0,1661251.0,+,conserved protein of unknown function,Function unknown,,Op917,
PP_1456,PP_1456,AE015451.2,,1661329.0,1661796.0,+,conserved membrane protein of unknown function,Function unknown,,Op918,
PP_1457,purT,AE015451.2,,1661873.0,1663054.0,+,Phosphoribosylglycinamide formyltransferase 2,Nucleotide transport and metabolism,,Op919,
PP_1458,yhjE,AE015451.2,,1663092.0,1664390.0,-,putative inner membrane metabolite transport protein YhjE,Amino acid transport and metabolism,,Op920,GacA
PP_1459,PP_1459,AE015451.2,,1664662.0,1665867.0,-,CBS domain protein,Inorganic ion transport and metabolism,,Op921,
PP_1460,PP_1460,AE015451.2,,1665877.0,1666728.0,-,putative Membrane protein,Function unknown,,Op921,
PP_1461,ffh,AE015451.2,,1666999.0,1668375.0,+,GTPase component of the signal recognition particle (SRP),"Intracellular trafficking, secretion, and vesicular transport",,Op922,AlgR
PP_1462,rpsP,AE015451.2,,1668557.0,1668886.0,+,30S ribosomal protein S16,"Translation, ribosomal structure and biogenesis",,Op923,
PP_1463,rimM,AE015451.2,,1668892.0,1669428.0,+,Ribosome maturation factor RimM,"Translation, ribosomal structure and biogenesis",,Op923,
PP_1464,trmD,AE015451.2,,1669432.0,1670184.0,+,tRNA (guanine-N(1)-)-methyltransferase,"Translation, ribosomal structure and biogenesis",,Op923,SoxR
PP_1465,rplS,AE015451.2,,1670227.0,1670577.0,+,50S ribosomal protein L19,"Translation, ribosomal structure and biogenesis",,Op924,
PP_1466,PP_1466,AE015451.2,,1670672.0,1671079.0,+,Long-chain acyl-CoA thioester hydrolase family protein,Lipid transport and metabolism,,Op925,
PP_1467,PP_1467,AE015451.2,,1671083.0,1672888.0,-,NhaP-type Na+(K+)/H+ antiporter,Inorganic ion transport and metabolism,,Op926,
PP_1468,xerD,AE015451.2,,1672957.0,1673853.0,+,Tyrosine recombinase XerD,"Cell cycle control, cell division, chromosome partitioning",,Op927,
PP_1469,dsbC,AE015451.2,,1673968.0,1674750.0,+,Thiol:disulfide interchange protein DsbC,"Post-translational modification, protein turnover, and chaperones",,Op928,"Metr-I,Metr-II"
PP_1470,hom,AE015451.2,,1674834.0,1676138.0,+,Homoserine dehydrogenase,Amino acid transport and metabolism,,Op929,"AlgR,Metr-I,Metr-II"
PP_1471,thrC,AE015451.2,,1676198.0,1677607.0,+,Threonine synthase,Amino acid transport and metabolism,,Op929,"Metr-I,Metr-II"
PP_5471,PP_5471,AE015451.2,,1677738.0,1678157.0,+,putative response regulator receiver protein,Signal transduction mechanisms,,Op930,
PP_1473,PP_1473,AE015451.2,,1678237.0,1678518.0,+,conserved protein of unknown function,Function unknown,,Op931,
PP_1474,PP_1474,AE015451.2,,1678705.0,1679580.0,-,conserved exported protein of unknown function,Amino acid transport and metabolism,,Op932,
PP_1475,PP_1475,AE015451.2,,1679601.0,1680800.0,-,CAIB/BAIF family protein,Energy production and conversion,,Op932,
PP_1476,PP_1476,AE015451.2,,1680931.0,1681473.0,+,conserved protein of unknown function,Function unknown,,Op933,
PP_1477,recJ,AE015451.2,,1681482.0,1683191.0,+,ssDNA-specific exonuclease RecJ,"Replication, recombination and repair",,Op933,
PP_1478,PP_1478,AE015451.2,,1683422.0,1684528.0,+,putative Xenobiotic reductase,Energy production and conversion,,Op934,
PP_1479,hicB,AE015451.2,,1684539.0,1684871.0,-,HicB protein,Function unknown,,Op935,
PP_1480,PP_1480,AE015451.2,,1684868.0,1685122.0,-,conserved protein of unknown function,Function unknown,,Op935,
PP_1481,patD,AE015451.2,,1685354.0,1686778.0,-,medium chain aldehyde dehydrogenase,Energy production and conversion,,Op936,
PP_1482,ydcV,AE015451.2,,1686796.0,1687602.0,-,polyamine ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op936,
PP_1483,ydcU,AE015451.2,,1687592.0,1688503.0,-,polyamine ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op936,
PP_1484,ydcT,AE015451.2,,1688505.0,1689536.0,-,predicted polyamine ABC transporter%2C ATP-binding protein,Inorganic ion transport and metabolism,,Op936,
PP_1486,ydcS,AE015451.2,,1689685.0,1690830.0,-,polyamine ABC transporter%2C periplasmic polyamine-binding protein,Amino acid transport and metabolism,,Op937,
PP_1487,PP_1487,AE015451.2,,1691053.0,1691733.0,+,conserved protein of unknown function,Function unknown,,Op938,AmrZ
PP_1488,PP_1488,AE015451.2,,1691904.0,1693526.0,+,Methyl-accepting chemotaxis transducer,Cell motility,,Op939,
PP_1489,PP_1489,AE015451.2,,1693532.0,1694038.0,+,CheW domain protein,Cell motility,,Op939,
PP_1490,wspC,AE015451.2,,1694035.0,1695309.0,+,Probable biofilm formation methyltransferase WspC,Cell motility,,Op939,
PP_1491,PP_1491,AE015451.2,,1695324.0,1695971.0,+,CheW domain protein,Cell motility,,Op939,
PP_1492,PP_1492,AE015451.2,,1695968.0,1698256.0,+,Sensor histidine kinase/response regulator,Signal transduction mechanisms,,Op939,
PP_1493,cheBC,AE015451.2,,1698253.0,1699266.0,+,chemotaxis response regulator protein-glutamate methylesterase of group 3 operon,Cell motility,,Op939,
PP_1494,PP_1494,AE015451.2,,1699315.0,1700322.0,+,Response regulator/GGDEF domain protein,Signal transduction mechanisms,,Op940,
PP_1495,prfB,AE015451.2,,1700460.0,1700531.0,+,peptide chain release factor 2,No COG annotation,,Op941,
PP_1496,lysS,AE015451.2,,1701649.0,1703151.0,+,Lysine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op942,
PP_1497,PP_1497,AE015451.2,,1703318.0,1704034.0,+,Transcriptional regulator%2C TetR family,Transcription,,Op943,AlgR
PP_1498,PP_1498,AE015451.2,,1704065.0,1704613.0,+,putative Lipoprotein,No COG annotation,,Op943,
PP_1499,PP_1499,AE015451.2,,1704636.0,1705964.0,+,conserved protein of unknown function,Function unknown,,Op943,
PP_1500,PP_1500,AE015451.2,,1705936.0,1706859.0,+,putative Lipoprotein,Function unknown,,Op944,
PP_1501,PP_1501,AE015451.2,,1706856.0,1707182.0,+,conserved protein of unknown function,No COG annotation,,Op944,AmrZ
PP_1502,PP_1502,AE015451.2,,1707324.0,1708115.0,-,OmpA family protein,Cell wall/membrane/envelope biogenesis,,Op945,
PP_1503,PP_1503,AE015451.2,,1708166.0,1708636.0,-,conserved protein of unknown function,Function unknown,,Op946,AmrZ
PP_1504,PP_1504,AE015451.2,,1708856.0,1709233.0,-,conserved protein of unknown function,Function unknown,,Op947,
PP_1505,ppc,AE015451.2,,1709382.0,1712009.0,+,Phosphoenolpyruvate carboxylase,Coenzyme transport and metabolism,,Op948,
PP_1506,adk,AE015451.2,,1712267.0,1712917.0,+,Adenylate kinase,Nucleotide transport and metabolism,,Op949,AlgR
PP_1507,tsaB,AE015451.2,,1713057.0,1713731.0,+,endopeptidase,"Post-translational modification, protein turnover, and chaperones",,Op950,AlgR
PP_1508,PP_1508,AE015451.2,,1713833.0,1714153.0,+,conserved protein of unknown function,No COG annotation,,Op951,GacA
PP_1509,PP_1509,AE015451.2,,1714157.0,1715026.0,+,conserved protein of unknown function,Function unknown,,Op951,
PP_1510,PP_1510,AE015451.2,,1715055.0,1715885.0,+,putative Carboxyvinyl-carboxyphosphonate phosphorylmutase,Carbohydrate transport and metabolism,,Op951,
PP_1511,PP_1511,AE015451.2,,1715885.0,1716574.0,+,conserved protein of unknown function,Function unknown,,Op951,
PP_1512,PP_1512,AE015451.2,,1716577.0,1717197.0,-,conserved protein of unknown function,No COG annotation,,Op952,
PP_1513,rsmJ,AE015451.2,,1717302.0,1718078.0,+,Ribosomal RNA small subunit methyltransferase J,"Translation, ribosomal structure and biogenesis",,Op953,
PP_1514,PP_1514,AE015451.2,,1718271.0,1719239.0,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op954,
PP_1515,PP_1515,AE015451.2,,1719369.0,1720010.0,-,Transcriptional regulator%2C tetR family,Transcription,,Op955,FleQ
PP_1516,PP_1516,AE015451.2,,1720261.0,1721361.0,+,RND membrane fusion protein,Cell wall/membrane/envelope biogenesis,,Op956,"GnuR,PhoB"
PP_1517,PP_1517,AE015451.2,,1721368.0,1724433.0,+,RND efflux transporter,Defense mechanisms,,Op956,"AlgR,GnuR"
PP_1518,PP_1518,AE015451.2,,1724482.0,1725168.0,-,conserved exported protein of unknown function,Function unknown,,Op957,
PP_1519,PP_1519,AE015451.2,,1725202.0,1725600.0,-,putative Lipoprotein,Function unknown,,Op957,AmrZ
PP_1520,plsB,AE015451.2,,1725677.0,1728163.0,-,glycerol-3-phosphate acyltransferase,Lipid transport and metabolism,,Op958,
PP_1521,PP_1521,AE015451.2,,1728233.0,1728373.0,-,conserved protein of unknown function,No COG annotation,,Op959,
PP_1522,cspA-I,AE015451.2,,1728397.0,1728606.0,+,major cold shock protein,Transcription,,Op960,"AlgR,AmrZ"
PP_1523,PP_1523,AE015451.2,,1728729.0,1729106.0,-,conserved protein of unknown function,No COG annotation,,Op961,GacA
PP_1524,rlmAA,AE015451.2,,1729124.0,1729936.0,-,23S rRNA m1G745 methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op961,
PP_1525,dapE,AE015451.2,,1729936.0,1731087.0,-,Succinyl-diaminopimelate desuccinylase,Amino acid transport and metabolism,,Op961,
PP_1526,PP_1526,AE015451.2,,1731278.0,1733869.0,-,putative Beta-(1-3)-glucosyl transferase,Cell wall/membrane/envelope biogenesis,,Op962,
PP_1527,tcdA,AE015451.2,,1733983.0,1734798.0,+,tRNA threonylcarbamoyladenosine dehydratase (t(6)A37 dehydratase),Coenzyme transport and metabolism,,Op963,
PP_1528,PP_1528,AE015451.2,,1734911.0,1735321.0,-,conserved protein of unknown function,Function unknown,,Op964,
PP_1529,csdA,AE015451.2,,1735318.0,1736523.0,-,Probable cysteine desulfurase,Amino acid transport and metabolism,,Op964,
PP_1530,dapD,AE015451.2,,1736605.0,1737639.0,-,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase,Coenzyme transport and metabolism,,Op965,
PP_1531,yffB,AE015451.2,,1737671.0,1738018.0,-,putative glutathione-dependent thiol reductase,Inorganic ion transport and metabolism,,Op965,
PP_1532,PP_1532,AE015451.2,,1738086.0,1739192.0,-,putative Phage integrase,"Replication, recombination and repair",,Op966,TurA
PP_1533,PP_1533,AE015451.2,,1739173.0,1739415.0,-,putative Excisionase,Function unknown,,Op966,
PP_1534,PP_1534,AE015451.2,,1739449.0,1739766.0,-,conserved protein of unknown function,No COG annotation,,Op966,
PP_1535,PP_1535,AE015451.2,,1739823.0,1740287.0,-,putative Methyltransferase,Coenzyme transport and metabolism,,Op967,
PP_1536,PP_1536,AE015451.2,,1740302.0,1740685.0,-,conserved protein of unknown function,Function unknown,,Op967,
PP_1537,PP_1537,AE015451.2,,1740682.0,1740909.0,-,conserved protein of unknown function,No COG annotation,,Op967,
PP_5472,PP_5472,AE015451.2,,1740906.0,1741163.0,-,conserved exported protein of unknown function,No COG annotation,,Op967,
PP_1538,PP_1538,AE015451.2,,1741160.0,1741912.0,-,conserved protein of unknown function,No COG annotation,,Op967,
PP_1539,PP_1539,AE015451.2,,1741996.0,1742862.0,-,conserved protein of unknown function,No COG annotation,,Op968,
PP_1540,PP_1540,AE015451.2,,1742876.0,1743172.0,-,conserved protein of unknown function,No COG annotation,,Op968,
PP_1541,PP_1541,AE015451.2,,1743291.0,1744211.0,-,putative Methyltransferase,"Replication, recombination and repair",,Op969,
PP_1542,PP_1542,AE015451.2,,1744278.0,1744874.0,-,conserved protein of unknown function,No COG annotation,,Op970,
PP_1543,PP_1543,AE015451.2,,1745215.0,1745760.0,-,conserved protein of unknown function,No COG annotation,,Op971,
PP_1544,PP_1544,AE015451.2,,1746079.0,1746465.0,-,conserved protein of unknown function,No COG annotation,,Op972,
PP_1545,PP_1545,AE015451.2,,1746547.0,1747005.0,-,conserved protein of unknown function,No COG annotation,,Op973,
PP_1546,PP_1546,AE015451.2,,1747002.0,1747271.0,-,conserved protein of unknown function,No COG annotation,,Op973,
PP_5473,PP_5473,AE015451.2,,1747290.0,1747508.0,-,putative transcriptional regulator%2C LuxR family,Transcription,,Op973,
PP_5474,PP_5474,AE015451.2,,1748039.0,1748233.0,-,conserved protein of unknown function of phage origin,No COG annotation,,Op974,
PP_1548,PP_1548,AE015451.2,,1748230.0,1748667.0,-,conserved protein of unknown function,Inorganic ion transport and metabolism,,Op974,TurA
PP_5744,PP_5744,AE015451.2,,1748999.0,1749319.0,+,conserved protein of unknown function%2C phage origin,Function unknown,,Op975,
PP_1549,PP_1549,AE015451.2,,1749384.0,1750235.0,-,Transcriptional regulator%2C Cro/CI family,Transcription,,Op976,
PP_1550,PP_1550,AE015451.2,,1750324.0,1750500.0,+,Transcriptional regulator%2C Cro/CI family,Function unknown,,Op977,
PP_1551,PP_1551,AE015451.2,,1750642.0,1751496.0,+,putative Phage replication protein O,Function unknown,,Op978,
PP_1552,PP_1552,AE015451.2,,1751594.0,1752298.0,+,putative Phage replication protein,"Replication, recombination and repair",,Op979,
PP_1553,PP_1553,AE015451.2,,1752301.0,1752597.0,+,conserved protein of unknown function,Function unknown,,Op979,
PP_1554,PP_1554,AE015451.2,,1752594.0,1753016.0,+,conserved protein of unknown function,Function unknown,,Op979,
PP_1555,PP_1555,AE015451.2,,1753031.0,1754302.0,+,putative Phage integrase,"Replication, recombination and repair",,Op979,
