locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
PP_0957,kdsD,AE015451.2,,1098591,1099565,-,D-arabinose 5-phosphate isomerase,Cell wall/membrane/envelope biogenesis,,Op608
PP_0958,mlaF,AE015451.2,,1099814,1100623,+,phospholipid ABC transporter ATP-binding subunit,"Secondary metabolites biosynthesis, transport, and catabolism",,Op609
PP_0959,mlaE,AE015451.2,,1100620,1101420,+,phospholipid ABC transporter,"Secondary metabolites biosynthesis, transport, and catabolism",,Op609
PP_0960,mlaD,AE015451.2,,1101420,1101905,+,phospholipid ABC transporter binding protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op609
PP_0961,ttg2D,AE015451.2,,1101915,1102562,+,toluene tolerance protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op609
PP_0962,ttg2E,AE015451.2,,1102559,1102861,+,toluene-tolerance protein,Signal transduction mechanisms,,Op609
PP_0963,ttg2F,AE015451.2,,1102979,1103218,+,putative BolA family protein,Transcription,,Op610
PP_0964,murA,AE015451.2,,1103242,1104507,+,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Cell wall/membrane/envelope biogenesis,,Op610
PP_0965,hisG,AE015451.2,,1104599,1105234,+,ATP phosphoribosyltransferase,Nucleotide transport and metabolism,,Op611
PP_0966,hisD,AE015451.2,,1105521,1106846,+,Histidinol dehydrogenase,Amino acid transport and metabolism,,Op611
PP_0967,hisC,AE015451.2,,1106849,1107895,+,Histidinol-phosphate aminotransferase,Amino acid transport and metabolism,,Op611
PP_0968,PP_0968,AE015451.2,,1108011,1109252,-,conserved protein of unknown function,Function unknown,,Op612
PP_0969,PP_0969,AE015451.2,,1109335,1109985,+,Transcriptional regulator%2C GntR family,Transcription,,Op613
PP_0970,PP_0970,AE015451.2,,1109975,1111279,+,Cyanate MFS transporter,Inorganic ion transport and metabolism,,Op613
PP_0971,PP_0971,AE015451.2,,1111389,1111865,+,conserved protein of unknown function,Function unknown,,Op614
PP_0972,PP_0972,AE015451.2,,1111882,1112199,+,UPF0213 protein PP_0972,"Replication, recombination and repair",,Op614
PP_0973,PP_0973,AE015451.2,,1112147,1113154,-,Nucleoid-associated protein PP_0973,Function unknown,,Op615
PP_0975,hupN,AE015451.2,,1113524,1113805,+,putative DNA-binding protein HU%2C form N,"Replication, recombination and repair",,Op616
PP_0976,rlmF,AE015451.2,,1113853,1114806,-,Ribosomal RNA large subunit methyltransferase F,"Translation, ribosomal structure and biogenesis",,Op617
PP_0977,valS,AE015451.2,,1114985,1117831,-,valine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op618
PP_0978,PP_0978,AE015451.2,,1117915,1118280,-,conserved protein of unknown function,No COG annotation,,Op619
PP_0979,holC,AE015451.2,,1118286,1118714,-,DNA polymerase III subunit chi,"Replication, recombination and repair",,Op619
PP_0980,pepA,AE015451.2,,1118765,1120258,-,Probable cytosol aminopeptidase,Amino acid transport and metabolism,,Op620
PP_0982,PP_0982,AE015451.2,,1120560,1121675,+,Permease YjgP/YjgQ family protein,Function unknown,,Op621
PP_0983,PP_0983,AE015451.2,,1121668,1122729,+,conserved membrane protein of unknown function,Function unknown,,Op621
PP_0984,PP_0984,AE015451.2,,1122876,1123364,-,conserved membrane protein of unknown function,Function unknown,,Op622
PP_0986,gcvT-I,AE015451.2,,1124021,1125142,-,aminomethyltransferase,Amino acid transport and metabolism,,Op623
PP_0987,tdcG-II,AE015451.2,,1125170,1126546,-,L-serine dehydratase,Amino acid transport and metabolism,,Op623
PP_0988,gcvP-I,AE015451.2,,1126695,1129550,-,glycine dehydrogenase,Amino acid transport and metabolism,,Op624
PP_0989,gcvH-I,AE015451.2,,1129562,1129945,-,glycine cleavage system H protein 1,Amino acid transport and metabolism,,Op624
PP_0990,PP_0990,AE015451.2,,1130249,1130635,-,DoxX family protein,Function unknown,,Op625
PP_0991,PP_0991,AE015451.2,,1130709,1131482,-,conserved protein of unknown function,Function unknown,,Op626
PP_0992,PP_0992,AE015451.2,,1131479,1132312,-,conserved protein of unknown function%2C UPF0276 family,Function unknown,,Op626
PP_0993,PP_0993,AE015451.2,,1132329,1132616,-,conserved exported protein of unknown function,Function unknown,,Op626
PP_0994,PP_0994,AE015451.2,,1132888,1133424,+,putative RNA polymerase sigma factor,Transcription,,Op627
PP_0995,PP_0995,AE015451.2,,1133414,1134055,+,conserved membrane protein of unknown function,Function unknown,,Op627
PP_0996,gltS,AE015451.2,,1134133,1135338,-,glutamate:sodium symporter,Inorganic ion transport and metabolism,,Op628
PP_0997,PP_0997,AE015451.2,,1135466,1136974,-,Sigma-54 dependent transcriptional regulator/sensory box protein,Amino acid transport and metabolism,,Op629
PP_0998,PP_0998,AE015451.2,,1137115,1137543,-,conserved protein of unknown function,Function unknown,,Op630
PP_0999,arcC,AE015451.2,,1137540,1138469,-,carbamate kinase,Amino acid transport and metabolism,,Op630
PP_1000,arcB,AE015451.2,,1138634,1139644,-,ornithine carbamoyltransferase%2C catabolic,Amino acid transport and metabolism,,Op630
PP_1001,arcA,AE015451.2,,1139714,1140967,-,arginine deiminase,Amino acid transport and metabolism,,Op630
PP_1002,arcD-I,AE015451.2,,1141001,1142428,-,arginine/ornithine antiporter,Amino acid transport and metabolism,,Op630
PP_1003,arcD-II,AE015451.2,,1142865,1144292,+,arginine/ornithine antiporter,Amino acid transport and metabolism,,Op631
PP_1004,PP_1004,AE015451.2,,1144272,1144685,-,conserved protein of unknown function,Function unknown,,Op632
PP_1005,hemO,AE015451.2,,1144740,1145333,-,Heme oxygenase,Inorganic ion transport and metabolism,,Op633
PP_1006,PP_1006,AE015451.2,,1145474,1148062,-,putative outer membrane heme receptor,Inorganic ion transport and metabolism,,Op634
PP_1007,PP_1007,AE015451.2,,1148189,1149244,-,putative Transmembrane sensor,Inorganic ion transport and metabolism,,Op635
PP_1008,PP_1008,AE015451.2,,1149241,1149753,-,RNA polymerase subunit sigma-24,Transcription,,Op635
PP_1009,gapA,AE015451.2,,1150010,1151011,-,glyceraldehyde-3-phosphate dehydrogenase,Carbohydrate transport and metabolism,,Op636
PP_1010,edd,AE015451.2,,1151276,1153102,+,phosphogluconate dehydratase,Amino acid transport and metabolism,,Op637
PP_1011,glk,AE015451.2,,1153099,1154058,+,glucokinase,Coenzyme transport and metabolism,,Op637
PP_1012,gltR-II,AE015451.2,,1154137,1154862,+,DNA-binding response regulator,Transcription,,Op637
PP_1013,PP_1013,AE015451.2,,1154843,1156297,+,Sensor histidine kinase,Signal transduction mechanisms,,Op637
PP_1014,yihS,AE015451.2,,1156513,1157763,+,aldose-ketose isomerase,Carbohydrate transport and metabolism,,Op638
PP_1015,gtsA,AE015451.2,,1157868,1159154,+,mannose/glucose ABC transporter%2C glucose-binding periplasmic protein,Carbohydrate transport and metabolism,,Op639
PP_1016,gtsB,AE015451.2,,1159288,1160196,+,mannose/glucose ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op640
PP_1017,gtsC,AE015451.2,,1160189,1161034,+,mannose/glucose ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op640
PP_1018,gtsD,AE015451.2,,1161038,1162192,+,mannose/glucose ABC transporter - ATP binding subunit,Inorganic ion transport and metabolism,,Op640
PP_1019,oprB-I,AE015451.2,,1162233,1163576,+,carbohydrate-selective porin,Cell wall/membrane/envelope biogenesis,,Op640
PP_1020,yeaD,AE015451.2,,1163694,1164548,+,putative glucose-6-phosphate 1-epimerase,Carbohydrate transport and metabolism,,Op641
PP_1021,hexR,AE015451.2,,1164541,1165404,-,DNA-binding transcriptional regulator,Transcription,,Op642
PP_1022,zwfA,AE015451.2,,1165616,1167085,+,glucose 6-phosphate-1-dehydrogenase,Carbohydrate transport and metabolism,,Op643
PP_1023,pgl,AE015451.2,,1167057,1167785,+,6-phosphogluconolactonase,Carbohydrate transport and metabolism,,Op643
PP_1024,eda,AE015451.2,,1167776,1168483,+,KHG/KDPG aldolase,Carbohydrate transport and metabolism,,Op643
PP_1025,leuA,AE015451.2,,1168736,1170409,-,2-isopropylmalate synthase,Amino acid transport and metabolism,,Op644
PP_1026,PP_1026,AE015451.2,,1170842,1171669,-,Peptidase%2C M23/M37 family,Cell wall/membrane/envelope biogenesis,,Op645
PP_1027,xseA,AE015451.2,,1171673,1173052,-,Exodeoxyribonuclease 7 large subunit,"Replication, recombination and repair",,Op645
PP_1028,PP_1028,AE015451.2,,1173147,1174025,-,Transcriptional regulator%2C LysR family,Transcription,,Op646
PP_1029,PP_1029,AE015451.2,,1174123,1174878,+,conserved membrane protein of unknown function,Function unknown,,Op647
PP_1030,PP_1030,AE015451.2,,1174926,1175483,+,conserved protein of unknown function,Function unknown,,Op648
PP_1031,guaB,AE015451.2,,1175570,1177039,+,IMP dehydrogenase and single strand DNA binding factor,Nucleotide transport and metabolism,,Op649
PP_1032,guaA,AE015451.2,,1177118,1178695,+,glutamine-hydrolyzing GMP synthase,Nucleotide transport and metabolism,,Op649
PP_1033,PP_1033,AE015451.2,,1178789,1180777,-,Sulfatase domain protein,Cell wall/membrane/envelope biogenesis,,Op650
PP_1034,cumA,AE015451.2,,1180948,1182354,+,multicopper oxidase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op651
PP_1035,tadA,AE015451.2,,1182396,1182833,+,tRNA-specific adenosine deaminase monomer,Nucleotide transport and metabolism,,Op652
PP_1036,mltF,AE015451.2,,1182927,1184384,-,membrane-bound lytic murein transglycosylase F,Cell wall/membrane/envelope biogenesis,,Op653
PP_1037,purL,AE015451.2,,1184796,1188695,+,Phosphoribosylformylglycinamidine synthase,Nucleotide transport and metabolism,,Op654
PP_1038,PP_1038,AE015451.2,,1188699,1189010,+,conserved protein of unknown function,Function unknown,,Op654
PP_1039,tatC-I,AE015451.2,,1189052,1189813,-,sec-independent protein translocase protein,"Intracellular trafficking, secretion, and vesicular transport",,Op655
PP_1040,tatB-I,AE015451.2,,1189810,1190100,-,Sec-independent protein translocase TatB,"Intracellular trafficking, secretion, and vesicular transport",,Op655
PP_1041,tatA-I,AE015451.2,,1190100,1190333,-,twin arginine protein export complex subunit,"Intracellular trafficking, secretion, and vesicular transport",,Op655
PP_1042,xcpX,AE015451.2,,1190479,1191444,+,Type II secretion system protein K,"Intracellular trafficking, secretion, and vesicular transport",,Op656
PP_1043,upxB,AE015451.2,,1191574,1193649,-,putative phosphatase,Function unknown,,Op657
PP_1044,uxpA,AE015451.2,,1193862,1195514,+,Lipoprotein UxpA,Nucleotide transport and metabolism,,Op658
PP_1045,xcpP,AE015451.2,,1195511,1195936,+,Type II secretion pathway protein XcpP,"Intracellular trafficking, secretion, and vesicular transport",,Op658
PP_1046,xcpQ,AE015451.2,,1195940,1197694,+,Type II secretion pathway protein XcpQ,Cell motility,,Op658
PP_1047,gspE,AE015451.2,,1197691,1199142,+,putative protein secretion protein for export,Cell motility,,Op658
PP_1048,gspF,AE015451.2,,1199146,1200348,+,putative protein secretion protein for export,"Intracellular trafficking, secretion, and vesicular transport",,Op658
PP_1049,gspG,AE015451.2,,1200345,1200800,+,putative protein secretion protein for export,"Intracellular trafficking, secretion, and vesicular transport",,Op658
PP_1050,xcpU,AE015451.2,,1200804,1201235,+,Type II secretion pathway protein XcpU,"Intracellular trafficking, secretion, and vesicular transport",,Op658
PP_1051,xcpV,AE015451.2,,1201193,1201600,+,Type II secretion pathway protein XcpV,Cell motility,,Op658
PP_1052,xcpW,AE015451.2,,1201597,1202187,+,Type II secretion pathway protein XcpW,"Intracellular trafficking, secretion, and vesicular transport",,Op658
PP_1053,xcpY,AE015451.2,,1202172,1203260,+,Type II secretion pathway protein XcpY,Function unknown,,Op658
PP_1054,xcpZ,AE015451.2,,1203257,1203643,+,Type II secretion pathway protein XcpZ,No COG annotation,,Op658
PP_1055,gspN,AE015451.2,,1203658,1204302,+,Type II secretion pathway protein GspN,No COG annotation,,Op658
PP_1056,PP_1056,AE015451.2,,1204462,1205223,-,putative Iron-chelator utilization protein,Inorganic ion transport and metabolism,,Op659
PP_1057,PP_1057,AE015451.2,,1205216,1205761,-,Transcriptional regulator%2C PadR family,Transcription,,Op659
PP_1058,PP_1058,AE015451.2,,1205851,1209000,-,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op660
PP_1059,ytnA,AE015451.2,,1209392,1210810,+,Uncharacterized amino acid permease YtnA,Amino acid transport and metabolism,,Op661
PP_1060,PP_1060,AE015451.2,,1210847,1212466,-,putative Glutamate synthase%2C large subunit,Amino acid transport and metabolism,,Op662
PP_1061,PP_1061,AE015451.2,,1212654,1216958,-,putative ATP-dependent DNA helicase lhr,"Replication, recombination and repair",,Op663
PP_1062,PP_1062,AE015451.2,,1217095,1217508,+,MutT/nudix family protein,"Replication, recombination and repair",,Op664
PP_1063,metR-I,AE015451.2,,1217492,1218409,-,DNA-binding transcriptional regulator%2C homocysteine-binding,Transcription,,Op665
PP_1064,PP_1064,AE015451.2,,1218464,1219600,+,Hydrolase%2C alpha/beta fold family,Function unknown,,Op666
PP_1065,glmP,AE015451.2,,1219618,1219953,-,membrane protein required for efficient alginate biosynthesis,Function unknown,,Op667
PP_1066,dctD-II,AE015451.2,,1219977,1221305,-,C4-dicarboxylate transport transcriptional regulatory protein,Signal transduction mechanisms,,Op667
PP_1067,PP_1067,AE015451.2,,1221302,1223209,-,Sensor histidine kinase,Signal transduction mechanisms,,Op667
PP_1068,gltL,AE015451.2,,1223275,1224045,-,glutamate / aspartate ABC transporter - ATP binding subunit,Amino acid transport and metabolism,,Op668
PP_1069,gltK,AE015451.2,,1224006,1224677,-,glutamate / aspartate ABC transporter - permease subunit,Inorganic ion transport and metabolism,,Op668
PP_1070,gltJ,AE015451.2,,1224678,1225424,-,glutamate / aspartate ABC transporter - permease subunit,Inorganic ion transport and metabolism,,Op668
PP_1071,gltI,AE015451.2,,1225570,1226490,-,glutamate / aspartate ABC transporter - periplasmic binding protein,Amino acid transport and metabolism,,Op669
PP_1072,PP_1072,AE015451.2,,1226821,1231140,+,Leucine-rich repeat domain protein,Function unknown,,Op670
PP_1073,glpD,AE015451.2,,1231168,1232712,-,glycerol-3-phosphate dehydrogenase (aerobic),Energy production and conversion,,Op671
PP_1074,glpR,AE015451.2,,1232929,1233684,-,DNA-binding transcriptional repressor - GlpR-glycerol-3-phosphate,Transcription,,Op671
PP_1075,glpK,AE015451.2,,1233786,1235285,-,glycerol kinase,Nucleotide transport and metabolism,,Op671
PP_1076,glpF,AE015451.2,,1235337,1236188,-,aquaglyceroporin,Carbohydrate transport and metabolism,,Op671
PP_1077,ybaK,AE015451.2,,1236491,1236961,+,Cys-tRNAPro deacylase,Function unknown,,Op672
PP_1078,PP_1078,AE015451.2,,1236999,1238108,-,putative ABC transporter%2C ATP-binding protein,Inorganic ion transport and metabolism,,Op673
PP_1079,argF,AE015451.2,,1238105,1239025,-,Ornithine carbamoyltransferase,Amino acid transport and metabolism,,Op673
PP_1080,PP_1080,AE015451.2,,1239400,1241508,+,putative oxidoreductase molybdopterin-binding,Energy production and conversion,,Op674
PP_1081,grxD,AE015451.2,,1241600,1241935,+,monothiol glutaredoxin 4,Energy production and conversion,,Op675
PP_1082,bfr-II,AE015451.2,,1241993,1242466,-,bacterioferritin,Inorganic ion transport and metabolism,,Op676
PP_1083,PP_1083,AE015451.2,,1242666,1242884,-,(2Fe-2S)-binding protein,Inorganic ion transport and metabolism,,Op677
PP_1084,tsaA,AE015451.2,,1243109,1243711,+,putative peroxiredoxin,"Post-translational modification, protein turnover, and chaperones",,Op678
PP_1085,rnt,AE015451.2,,1243810,1244484,-,ribonuclease T,"Translation, ribosomal structure and biogenesis",,Op679
PP_1086,pyrC,AE015451.2,,1244481,1245527,-,dihydroorotase,Nucleotide transport and metabolism,,Op679
PP_1087,PP_1087,AE015451.2,,1245646,1246599,+,Outer membrane protein%2C OmpA family,Cell wall/membrane/envelope biogenesis,,Op680
PP_1088,argG,AE015451.2,,1246970,1248187,+,Argininosuccinate synthase,Nucleotide transport and metabolism,,Op681
PP_1089,PP_1089,AE015451.2,,1248255,1248737,-,conserved protein of unknown function,Function unknown,,Op682
PP_1090,bvgA,AE015451.2,,1249104,1249727,+,putative Virulence factors positive transcription regulator BvgA,Transcription,,Op683
PP_1091,PP_1091,AE015451.2,,1249798,1249974,-,conserved protein of unknown function,No COG annotation,,Op684
PP_1092,nth,AE015451.2,,1250079,1250717,-,DNA glycosylase/apyrimidinic (AP) lyase specific for damaged pyrimidinic sites,"Replication, recombination and repair",,Op685
PP_1093,PP_1093,AE015451.2,,1250722,1251270,-,putative electron transport complex protein,No COG annotation,,Op685
PP_1094,PP_1094,AE015451.2,,1251239,1251841,-,putative electron transport complex protein,Energy production and conversion,,Op685
PP_1095,PP_1095,AE015451.2,,1251838,1252809,-,putative electron transport complex protein,Energy production and conversion,,Op685
PP_1096,PP_1096,AE015451.2,,1252806,1253354,-,putative electron transport complex protein,Energy production and conversion,,Op685
PP_1097,metG,AE015451.2,,1253461,1255500,-,Methionine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op686
PP_1098,mrp,AE015451.2,,1255659,1256753,+,ATP-dependent Fe-S cluster transferase,"Cell cycle control, cell division, chromosome partitioning",,Op687
PP_1099,capB,AE015451.2,,1256921,1257130,-,Cold shock protein CapB,Transcription,,Op688
PP_1100,dcd,AE015451.2,,1257458,1258024,+,Deoxycytidine triphosphate deaminase,Nucleotide transport and metabolism,,Op689
PP_1101,PP_1101,AE015451.2,,1258086,1258346,+,conserved protein of unknown function,No COG annotation,,Op690
PP_1102,PP_1102,AE015451.2,,1258353,1259003,-,conserved protein of unknown function,Function unknown,,Op691
PP_1103,PP_1103,AE015451.2,,1259000,1261450,-,ATP-dependent helicase%2C DEAD box family,"Replication, recombination and repair",,Op691
PP_1104,PP_1104,AE015451.2,,1261519,1262634,-,AotO-related protein,Function unknown,,Op692
PP_1105,PP_1105,AE015451.2,,1262748,1264406,-,putative DNA ligase%2C ATP-dependent,"Replication, recombination and repair",,Op693
PP_1106,PP_1106,AE015451.2,,1264403,1265419,-,conserved protein of unknown function,"Replication, recombination and repair",,Op693
PP_1108,quiP,AE015451.2,,1265546,1267987,-,Acyl-homoserine lactone acylase QuiP,Function unknown,,Op694
PP_1109,PP_1109,AE015451.2,,1268091,1269431,-,Transcriptional regulator%2C GntR family,Transcription,,Op695
PP_1110,PP_1110,AE015451.2,,1269613,1270317,+,serine acetyltransferase,Amino acid transport and metabolism,,Op696
PP_1111,PP_1111,AE015451.2,,1270314,1271102,+,putative Synthetase,Function unknown,,Op696
PP_1112,PP_1112,AE015451.2,,1271099,1272310,+,conserved membrane protein of unknown function,Amino acid transport and metabolism,,Op696
PP_1113,PP_1113,AE015451.2,,1272307,1273209,+,Pyridoxal-phosphate dependent enzyme family protein,Amino acid transport and metabolism,,Op696
PP_1114,PP_1114,AE015451.2,,1273377,1273574,-,SEC-C domain protein,Function unknown,,Op697
PP_1115,PP_1115,AE015451.2,,1273582,1274085,-,putative Lipoprotein,Function unknown,,Op697
PP_5462,PP_5462,AE015451.2,,1274567,1274803,-,conserved protein of unknown function,No COG annotation,,Op698
PP_5463,PP_5463,AE015451.2,,1275115,1275675,-,conserved protein of unknown function,No COG annotation,,Op699
PP_5464,PP_5464,AE015451.2,,1276017,1276454,+,protein of unknown function,No COG annotation,,Op700
PP_1116,PP_1116,AE015451.2,,1276659,1277369,-,Site-specific recombinase%2C resolvase family,"Replication, recombination and repair",,Op701
PP_5465,PP_5465,AE015451.2,,1277964,1278173,-,conserved protein of unknown function,No COG annotation,,Op702
PP_1117,PP_1117,AE015451.2,,1278736,1279995,-,conserved protein of unknown function,No COG annotation,,Op703
PP_5742,PP_5742,AE015451.2,,1280602,1281174,+,putative membrane protein of unknown function,No COG annotation,,Op704
PP_1118,PP_1118,AE015451.2,,1281217,1282908,-,Recombinase-related protein,"Replication, recombination and repair",,Op705
PP_1119,PP_1119,AE015451.2,,1282927,1283409,-,conserved protein of unknown function,Function unknown,,Op705
PP_1120,PP_1120,AE015451.2,,1283409,1283903,-,conserved protein of unknown function,No COG annotation,,Op705
PP_1121,PP_1121,AE015451.2,,1284063,1284755,+,OmpA family protein,Cell wall/membrane/envelope biogenesis,,Op706
PP_1122,PP_1122,AE015451.2,,1284770,1285564,+,OmpA family protein,Cell wall/membrane/envelope biogenesis,,Op706
PP_1123,PP_1123,AE015451.2,,1285663,1285938,+,conserved protein of unknown function,Function unknown,,Op707
PP_1124,PP_1124,AE015451.2,,1286055,1286519,-,conserved membrane protein of unknown function,Function unknown,,Op708
PP_1125,PP_1125,AE015451.2,,1286618,1288762,+,putative Helicase,Transcription,,Op709
PP_1126,PP_1126,AE015451.2,,1288728,1291076,+,putative Hydrolase,Carbohydrate transport and metabolism,,Op709
PP_1127,estC,AE015451.2,,1291210,1292355,+,Carboxylesterase,Defense mechanisms,,Op710
PP_1128,PP_1128,AE015451.2,,1292398,1293432,+,OmpA family protein,Cell wall/membrane/envelope biogenesis,,Op711
PP_1129,pdxH,AE015451.2,,1293452,1294099,+,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Coenzyme transport and metabolism,,Op711
PP_1130,PP_1130,AE015451.2,,1294139,1294444,-,conserved protein of unknown function,No COG annotation,,Op712
PP_1131,slyB,AE015451.2,,1294520,1294984,+,outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,,Op713
PP_1132,nhaA-I,AE015451.2,,1295054,1296247,-,Na(+)/H(+) antiporter NhaA 1,Inorganic ion transport and metabolism,,Op714
PP_1133,PP_1133,AE015451.2,,1296813,1298141,+,transposase,"Replication, recombination and repair",,Op715
PP_1134,PP_1134,AE015451.2,,1298570,1300177,-,conserved protein of unknown function,Function unknown,,Op716
PP_1135,PP_1135,AE015451.2,,1300281,1301021,-,conserved exported protein of unknown function,Function unknown,,Op717
PP_1136,PP_1136,AE015451.2,,1301251,1302552,+,conserved protein of unknown function,Carbohydrate transport and metabolism,,Op718
PP_1137,livF-I,AE015451.2,,1302674,1303375,-,high-affinity branched-chain amino acid transporter%2C ATP binding,Inorganic ion transport and metabolism,,Op719
PP_1138,livG,AE015451.2,,1303376,1304143,-,branched chain amino acid transporter - ATP binding subunit,Amino acid transport and metabolism,,Op719
PP_1139,livM,AE015451.2,,1304140,1305396,-,branched chain amino acid transporter - permease subunit,Inorganic ion transport and metabolism,,Op719
PP_1140,livH,AE015451.2,,1305393,1306316,-,branched chain amino acid transporter - permease subunit,Amino acid transport and metabolism,,Op719
PP_1141,livK,AE015451.2,,1306502,1307617,-,branched-chain amino acids ABC transporter - periplasmic leucine binding subunit,Amino acid transport and metabolism,,Op719
PP_1142,PP_1142,AE015451.2,,1307911,1308288,+,conserved protein of unknown function,Function unknown,,Op720
PP_1143,PP_1143,AE015451.2,,1308481,1309368,+,3-hydroxyisobutyrate dehydrogenase family protein,Energy production and conversion,,Op721
PP_1144,PP_1144,AE015451.2,,1309268,1311532,-,conserved membrane protein of unknown function,Signal transduction mechanisms,,Op722
PP_1145,rapA,AE015451.2,,1311810,1314656,-,RNA polymerase-associated protein RapA,Transcription,,Op723
PP_1146,PP_1146,AE015451.2,,1314807,1315502,+,conserved exported protein of unknown function,No COG annotation,,Op724
PP_1147,PP_1147,AE015451.2,,1315566,1315895,+,conserved protein of unknown function,No COG annotation,,Op725
PP_1148,PP_1148,AE015451.2,,1315931,1316125,+,conserved protein of unknown function,No COG annotation,,Op725
PP_1149,PP_1149,AE015451.2,,1316261,1316377,+,putative protein of unknown function,No COG annotation,,Op726
PP_1150,PP_1150,AE015451.2,,1316583,1318571,+,putative Membrane protein,Function unknown,,Op727
PP_1151,PP_1151,AE015451.2,,1318558,1318764,+,conserved protein of unknown function,Function unknown,,Op727
PP_1152,PP_1152,AE015451.2,,1318777,1319646,+,putative membrane fusion efflux protein,Defense mechanisms,,Op728
PP_1153,PP_1153,AE015451.2,,1319792,1320130,+,putative lipoprotein,Function unknown,,Op729
PP_1154,PP_1154,AE015451.2,,1320145,1322730,-,Sensory box protein,Signal transduction mechanisms,,Op730
PP_1155,PP_1155,AE015451.2,,1322782,1323855,-,YaiC/YhcK/ArdA family protein,Signal transduction mechanisms,,Op731
PP_1156,yfdC,AE015451.2,,1324134,1325030,-,putative inner membrane protein,Inorganic ion transport and metabolism,,Op732
PP_1157,PP_1157,AE015451.2,,1330776,1332419,+,Acetolactate synthase,Amino acid transport and metabolism,,Op733
PP_1159,PP_1159,AE015451.2,,1333675,1334829,+,conserved membrane protein of unknown function,No COG annotation,,Op734
PP_1160,PP_1160,AE015451.2,,1334826,1335815,+,Asparaginase family protein,Amino acid transport and metabolism,,Op734
PP_1161,PP_1161,AE015451.2,,1335787,1336458,+,putative Lipoprotein,Function unknown,,Op735
PP_1162,gstA,AE015451.2,,1336628,1337257,+,Protein GstA,"Post-translational modification, protein turnover, and chaperones",,Op736
PP_1163,PP_1163,AE015451.2,,1337285,1339321,+,Oxidoreductase%2C FAD-binding,Energy production and conversion,,Op736
PP_1164,PP_1164,AE015451.2,,1339430,1340326,+,Transcriptional regulator%2C LysR family,Transcription,,Op737
PP_1165,PP_1165,AE015451.2,,1340399,1341268,-,conserved protein of unknown function,Carbohydrate transport and metabolism,,Op738
PP_1166,PP_1166,AE015451.2,,1341293,1342216,-,putative permease of the drug/metabolite transporter (DMT) superfamily,Amino acid transport and metabolism,,Op738
PP_1167,PP_1167,AE015451.2,,1342271,1343551,-,putative TRAP dicarboxylate transporter%2C DctM subunit,Carbohydrate transport and metabolism,,Op739
PP_1168,PP_1168,AE015451.2,,1343552,1344136,-,putative TRAP dicarboxylate transporter%2C DctQ subunit,Carbohydrate transport and metabolism,,Op739
PP_1169,dctP,AE015451.2,,1344146,1345117,-,TRAP dicarboxylate transporter%2C DctP subunit,Carbohydrate transport and metabolism,,Op739
PP_1170,gnl,AE015451.2,,1345182,1346063,-,Gluconolactonase,Carbohydrate transport and metabolism,,Op740
PP_1171,udh,AE015451.2,,1346086,1346892,-,uronate dehydrogenase,Cell wall/membrane/envelope biogenesis,,Op740
PP_1173,galP-I,AE015451.2,,1347296,1348534,-,porin-like protein,Function unknown,,Op741
PP_1174,PP_1174,AE015451.2,,1349288,1349422,-,conserved protein of unknown function,Transcription,,Op742
PP_1176,PP_1176,AE015451.2,,1350399,1350533,-,conserved protein of unknown function,No COG annotation,,Op743
PP_1177,nrdB,AE015451.2,,1350534,1351784,-,Ribonucleoside-diphosphate reductase subunit beta,Nucleotide transport and metabolism,,Op743
PP_1178,PP_1178,AE015451.2,,1352226,1352357,-,conserved protein of unknown function,No COG annotation,,Op744
PP_1179,nrdA,AE015451.2,,1352497,1355376,-,Ribonucleoside-diphosphate reductase subunit alpha,Nucleotide transport and metabolism,,Op745
PP_1180,PP_1180,AE015451.2,,1355470,1355733,+,conserved protein of unknown function,No COG annotation,,Op746
PP_1181,PP_1181,AE015451.2,,1356125,1356823,+,DNA-binding response regulator,Transcription,,Op747
PP_1182,PP_1182,AE015451.2,,1356820,1358427,+,Sensor histidine kinase,Signal transduction mechanisms,,Op747
PP_1183,PP_1183,AE015451.2,,1358431,1359132,-,putative Siderophore biosynthesis protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op748
PP_1184,PP_1184,AE015451.2,,1359214,1360011,-,Dienelactone hydrolase family protein,Cell wall/membrane/envelope biogenesis,,Op749
PP_1185,oprH,AE015451.2,,1360135,1360740,+,Outer membrane protein H1,Cell wall/membrane/envelope biogenesis,,Op750
PP_1186,phoP,AE015451.2,,1360937,1361614,+,two component system DNA-binding transcriptional dual regulator,Transcription,,Op751
PP_1187,phoQ,AE015451.2,,1361611,1362957,+,sensor protein,Signal transduction mechanisms,,Op751
